word,meaning,phonetic,example,hit
"microwave","n. 微波","'maikrәuweiv","",0
"weep","v. 哭泣，流泪","wi:p","",0
"whale","n. 鲸","hweil","",0
"firework","n. 焰火","","",0
"sickness","n. 疾病","'siknis","",0
"cruel","adj. 残忍的，残酷的；无情的","'kru:әl","",0
"adolescent","n. 青少年",".ædәu'lesәnt","",0
"prayer","n. 祈祷","prєә. 'preiә","",0
"zebra","n. 斑马","'zi:brә","",0
"pencil-","转笔刀","","",0
"locust","n. 蝗虫","'lәukәst","",0
"sleeve","n. 袖子，袖套","sli:v","",0
"district","n. 区；地区；区域","'distrikt","",0
"furniture","n. （总称）家具","'fәnitʃә","",0
"glare","v. 瞪眼,怒目而视,闪耀","glєә","",0
"fright","n. 惊恐；恐吓","frait","",0
"atlantic","adj. 大西洋的","әt'læntik","",0
"sideways","adv. 斜向一边的","'saidweiz","",0
"divorce","v. 离婚","di'vɒ:s","",0
"playmate","n. 玩伴","'pleimeit","",0
"sword","n. 剑，刀","sɒ:d","",0
"dessert","n. 甜点","di'zә:t","",0
"socialist","adj. 社会主义的","'sәuʃәlist","",0
"bedclothes","n. 铺盖（被褥等）","'bedklәuðz","",0
"boat-race","n. 划船比赛","'bəutreis","",0
"snatch","v. 夺，夺得，夺走","snætʃ","",0
"clerk","n. 书记员；办事员；职员","klә:k","",0
"belly","n. 肚子","'beli","",0
"humour","n.幽默,幽默感","'hju:mә","",0
"jewelry","n. （总称）珠宝","'dʒu:әlri","",0
"refrigerator","n. 冰箱","ri'fridʒәreitә","",0
"criminal","n. 罪犯","'kriminәl","",0
"vinegar","n. 醋","'vinigә","",0
"remark","n. 陈述；话；议论","ri'mɑ:k","",0
"tortoise","n. 乌龟","'tɒ:tәs","",0
"handsome","adj. 英俊的","'hænsәm","",0
"mercy","n. 怜悯","'mә:si","",0
"swallow","vt. 吞下；咽下","'swɒlәu","",0
"gentleman","n. 绅士，先生；有身份、有教养的人","'dʒentlmәn","",0
"prisoner","n. 囚犯","'priznә","",0
"bridegroom","n. 新郎","'braidgrum","",0
"merciful","adj. 仁慈的；宽大的","'mә:siful","",0
"school-leaver","n.(英)学校毕业生","sku:l 'li:və(r)","",0
"aside","adv. 在旁边","ә'said","",0
"fantasy","n 幻想，梦想","'fæntәsi","",0
"allowance","n. 津贴，补助","ә'lauәns","",0
"motherland","n. 祖国","'mʌðәlænd","",0
"medicine","n. 药","'medisin","",0
"harmless","adj. 无害的;不致伤的","'hɑ:mlis","",0
"appetite","n. 食欲，胃口","'æpitait","",0
"handful","n.(一)把；少数，少量","'hændful","",0
"freezing","adj. 冻结的；极冷的","'fri:ziŋ","",0
"organiser","n. 组织者","","",0
"theft","n. 盗窃案 their /ðeə(r)/ pron. 他(她,它)们的","θeft","",0
"wrestle","v. 摔跤","'resl","",0
"mushroom","n. 蘑菇","'mʌʃrum","",0
"suitcase","n.(旅行用)小提箱,衣箱","'sju:tkeis","",0
"tennis","n. 网球","'tenis","",0
"chairwoman","n. 女主席, 女会长；女议长","'tʃєәwumәn","",0
"stranger","n. 陌生人，外人","'streindʒә","",0
"astronomer","n. 天文学家","ә'strɒnәmә","",0
"african","adj. 非洲的，非洲人的n. 非洲人","'æfrikәn","",0
"mexico","* n. 墨西哥","'meksikәu","",0
"lounge","n. 休息厅；休息室","laundʒ","",0
"offence","n. 违法行为，犯罪","ә'fens","",0
"prairie","n. 大草原","'prєәri","",0
"outspoken","adj. 直率，坦诚",".aut'spәukәn","",0
"airspace","n.领空,（某国的）空域","'єәspeis","",0
"tax-free","免税的","","",0
"nationwide","ad.全国范围内的,全国性的","'neiʃәnwaid","",0
"left-wing","n. 左翼的","'leftwiŋ","",0
"worn","adj. 用坏,用旧的,疲惫的","wɒ:n","",0
"agenda","n. （会议）议程表，议事日程","ә'dʒendә","",0
"seaside","n. 海滨","'si:said","",0
"bathroom","n. 浴室，盥洗室","'bɑ:θru:m","",0
"punish","v. 惩罚，处罚","'pʌniʃ","",0
"civilian","n. 平民，老百姓","si'viljәn","",0
"inn","n. 小旅店；小饭店","in","",0
"tanker","n. 油船","'tæŋkә","",0
"embarrass","v.使窘迫，尴尬","im'bærәs","",0
"untrue","adj. 不真实的，假的",".ʌn'tru:","",0
"recreation","n. 娱乐，消遣",".rekri'eiʃәn","",0
"accustomed","adj. 习惯于,惯常的","ә'kʌstәmd","",0
"barber","n. （为男人理发）理发师","'bɑ:bә","",0
"buddhism","n. 佛教","'budizm","",0
"tasty","adj. 味道好的","'teisti","",0
"tissue","n. （人，动植物的）组织，纸巾","'tiʃu:","",0
"liberation","n. 解放",".libә'reiʃәn","",0
"cheerful","a.兴高采烈的，快活的","'tʃiәful","",0
"ambassador","n.大使","æm'bæsәdә","",0
"missile","n 导弹","'misail","",0
"unimportant","a.不重要的,无意义",".ʌnim'pɒ:tnt","",0
"marble","n. 大理石；玻璃弹子","'mɑ:bl","",0
"bean","n. 豆，豆科植物","bi:n","",0
"pregnant","adj. 怀孕的","'pregnәnt","",0
"cyclist","n. 骑自行车的人","'saiklist","",0
"sailing","n. 航海","'seiliŋ","",0
"dormitory","n. 学生宿舍（缩写式dorm）","'dɒ:mitәri","",0
"funeral","n. 葬礼","'fju:nәrәl","",0
"paperwork","n. 日常文书工作","'peipәwә:k","",0
"labourer","n.体力劳动者","'leibәrә","",0
"u.k.","n.英国，联合王国","","",0
"triangle","n.&adj.三角形;三角形的","'traiæŋgl","",0
"voyage","n. 航行，旅行","'vɒiidʒ","",0
"unbearable","a.难耐得,无法接受的",".ʌn'bєәrәbl","",0
"seashell","n. 海贝","'si:ʃel","",0
"antarctic","adj. 南极的","ænt'ɑ:ktik","",0
"garlic","n. 大蒜","'gɑ:lik","",0
"biscuit","n. 饼干","'biskit","",0
"nursery","n. 托儿所","'nә:sәri","",0
"see-saw","n. 跷跷板（游戏）","ˈsi:ˌsɔ:","",0
"competence","n.能力,胜任,管辖权","'kɒmpitәns","",0
"taxipayer","n. 茶；茶叶","","",0
"buffet","n. 自助餐","'bʌfit","",0
"squid","n. 鱿鱼","skwid","",0
"friction","n. 摩擦","'frikʃәn","",0
"sceptical","a.怀疑的","'skeptikl","",0
"part-time","a.& ad. 兼职的； 部分时间的（地）","","",0
"dinosaur","n. 恐龙","'dainәsɒ:","",0
"boycott","v. 拒绝购买，抵制","'bɒikɒt","",0
"canteen","n. 餐厅；食堂","kæn'ti:n","",0
"dioxide","n.二氧化物","dai'ɒksaid","",0
"lightning","n.闪电","'laitniŋ","",0
"crime","n. （法律上的）罪，犯罪","kraim","",0
"rhyme","n&v. 押韵","raim","",0
"yoghurt","n. 酸奶","'jәugә:t","",0
"helicopter","n. 直升飞机","'helikɒptә","",0
"vacant","adj. 空缺的，未被占用的","'veikәnt","",0
"pineapple","n. 菠萝","'pain.æpl","",0
"unfold","vt. 展开，打开",".ʌn'fәuld","",0
"midday","n. 中午, 正午","'middei","",0
"unrest","n. 不安；骚动",".ʌn'rest","",0
"merchant","adj. 商业的；商人的 n. 商人；生意人","'mә:tʃәnt","",0
"lantern","n. 灯笼；提灯","'læntәn","",0
"eyesight","n. 视力；视觉","'aisait","",0
"shopkeeper","n. 店主，零售商人","'ʃɒp.ki:pә","",0
"perfume","n. 香水","'pә:fju:m","",0
"christian","n. 基督教徒和天主教徒的总称","'kristʃәn","",0
"educator","n. 教育家","'edjukeitә","",0
"retell","vt. 重讲，重复，复述","ri:'tel","",0
"chopsticks","n. 筷子","'tʃɒpstiks","",0
"hillside","n. （小山）山腰，山坡","'hilsaid","",0
"agricultural","adj. 农业的",".ægri'kʌltʃәrәl","",0
"unwilling","adj. 不愿意的，勉强的",".ʌn'wiliŋ","",0
"chemist","n. 药剂师；化学家","'kemist","",0
"ought","v.& aux.应该，应当","ɒ:t","",0
"creature","n. 生物，动物","'kri:tʃә","",0
"goldfish","n. 金鱼","'gәuldfiʃ","",0
"judgement","n. 裁判","'dʒʌdʒmәnt","",0
"uncomfortable","adj. 令人不舒服的",".ʌn'kʌmfәtәbl","",0
"injury","n. 受伤处","'indʒәri","",0
"hardship","n. 困难","'hɑ:dʃip","",0
"ireland","* n. 爱尔兰","'aiәlәnd","",0
"freeway","n. 高速公路","'fri:wei","",0
"kettle","n. (烧水用的)水壶","'ketl","",0
"mankind","n. 人类;（总称）人","mæn'kaind","",0
"unconditional","a.无条件，绝对的",".ʌnkәn'diʃәnl","",0
"spiritual","adj. 精神的； 心灵的","'spiritʃuәl","",0
"seaweed","n. 海草,海藻,海带","'si:wi:d","",0
"ripen","v. 成熟","'raipәn","",0
"battle","n. 战斗；战役","'bætl","",0
"easy--going","adj. 随和的","","",0
"shortcoming","n. 缺点，短处","'ʃɒ:t'kʌmiŋ","",0
"pension","n. 养老金","'penʃәn","",0
"antarctica","* n. 南极洲","ænt'ɑ:ktikә","",0
"worthless","a.没有价值,没有用的","'wә:θlis","",0
"razor","n. 剃须刀","'reizә","",0
"brewery","n. 啤酒厂（公司）","'bru:әri","",0
"washing","n. 洗衣机","'wɒʃiŋ","",0
"m","ad a. 发疯的；生气的","em","",0
"symphony","n. 交响乐","'simfәni","",0
"liberty","n. 自由","'libәli","",0
"injure","vt. 损害，伤害","'indʒә","",0
"typewriter","n. 打字机","'taip.raitә","",0
"moscow","n. 莫斯科","'mɒskau","",0
"jewel","n. 宝石","'dʒu:әl","",0
"enquiry","n. 询问","in'kwaiәri","",0
"wooden","adj. 木制的","'wudn","",0
"desperate","a.（因绝望而）不惜冒险的，不顾一切的，拼命的","'despәrәt","",0
"devotion","n. 奉献，奉献精神","di'vәuʃәn","",0
"flame","n. 火焰，光辉","fleim","",0
"cathedral","n. 大教堂（天主教）","kә'θi:drәl","",0
"gallon","n. 加仑","'gælәn","",0
"service-charge","n. 服务费,小费","","",0
"bookcase","n. 书橱","'bukkeis","",0
"mosquito","n.蚊子","mә'ski:tәu","",0
"workmate","n. 同事；工友","","",0
"thermos","n. 热水瓶","'θә:mәs","",0
"cold-blooded","adj. (动物) 冷血的","kәjld'blʌdid","",0
"circus","n. 马戏团","'sә:kәs","",0
"omelette","n. 煎蛋卷；煎蛋饼","'ɒmlit","",0
"right-wing","n. 右翼","'raitwiŋ","",0
"arrival","n. 到来，到达","ә'raivl","",0
"immigration","n. 移民",".imi'greiʃәn","",0
"h","ang(hanged,hanged) v. 处（人）绞刑；上吊","eitʃ","",0
"businesswoman","n. 商人（女）；女企业家","'bizniswjmæn","",0
"switzerland","* n. 瑞士","'switsәlәnd","",0
"departure","n. 离开，启程","di'pɑ:tʃә","",0
"suspension","n.暂令停职,推迟,延期","sә'spenʃәn","",0
"best--seller","n. 畅销书","","",0
"married","adj. 已婚的","'mærid","",0
"skillful","adj. 熟练,精湛的,灵巧的","'skilful","",0
"sideway","n. 岔路，旁路","'saidwei","",0
"radiation","n. 放射，放射物",".reidi'eiʃәn","",0
"tobacco","n. 烟草，烟叶","tә'bækәu","",0
"flashlight","n. 手电","'flæʃlait","",0
"spoonful","n. 一匙（的量）","'spu:nful","",0
"aeroplane","n. (英)飞机","'єәrәplein","",0
"chant","v&n.反复呼喊","tʃænt. tʃɑ:nt","",0
"roast","v. 烤（肉）","rәust","",0
"female","adj. 女的；女性的；雌性的","'fi:meil","",0
"abundant","a.大量,丰盛的,充裕的","ә'bʌndәnt","",0
"world-famous","adj. 世界闻名的","","",0
"non-violent","adj. 非暴力的","ˌnɔnˈvaɪələnt","",0
"juicy","adj. 多汁的；水分多的","'dʒusi","",0
"dentist","n. 牙科医生","'dentist","",0
"enthusiastic","a.热情的，热心的","in.θju:zi'æstik","",0
"volcano","n. 火山","vɒl'keinәu","",0
"wrinkle","n. 皱纹","'riŋkl","",0
"honey","n. 蜂蜜","'hʌni","",0
"warm-hearted","adj. 热心的","","",0
"adventure","n. 冒险；奇遇","әd'ventʃә","",0
"armchair","n. 扶手椅",".ɑ:m'tʃєә","",0
"cowboy","n.（美国）牛仔;牧场骑士","'kaubɒi","",0
"alcohol","n. 含酒精饮料，酒","'ælkәhɒl","",0
"republic","n. 共和国","ri'pʌblik","",0
"whistle","n. 口哨，口哨声","'hwisl","",0
"italian","adj. 意大利(人)的；意大利语的 n. 意大利人；意大利语","i'tæljәn","",0
"circuit","n. 环形路线，巡回赛","'sә:kit","",0
"bishop","n. 主教","'biʃәp","",0
"unfortunate","adj. 不幸的",".ʌn'fɒ:tʃәnit","",0
"eggplant","n. 茄子","'egplɑ:nt","",0
"soccer","n.英式足球","'sɒkә","",0
"darkness","n. 黑暗，阴暗","'dɑ:knis","",0
"salute","v.& n. 敬礼","sә'lu:t","",0
"wayside","adj. 路边的","'weisaid","",0
"waitress","n. 女服务员","'weitris","",0
"acquaintance","n. 熟人，（与某人）认识","ә'kweintәns","",0
"crossroads","n. 交叉路口","'krɒsrәud","",0
"greedy","adj. 贪婪的","'gri:di","",0
"kindergarten","n. 幼儿园","'kindә.gɑ:tn","",0
"snack","n. 小吃","snæk","",0
"chairman","(pl. chairmen) n. 主席，会长；议长","'tʃєәmәn","",0
"bookshelf","n. 书架","'bukʃelf","",0
"moslem","n. 伊斯兰教徒,回教徒","'mɒzlәm","",0
"lavatory","n. 便所，厕所","'lævәtәri","",0
"courtyard","n. 庭院，院子","'kɒ:tjɑ:d","",0
"saucer","n. 茶碟，茶托，小圆盘","'sɒ:sә","",0
"percent","n. 百分之……","pә'sent","",0
"woo","l n. 羊毛，羊绒","wu:","",0
"digest","v.消化, 领会","di'dʒest","",0
"drill","n. 钻头；（反复的）训练 vt. 钻(孔)， 在…上钻孔；重复训练","dril","",0
"muddy","adj. 泥泞的","'mʌdi","",0
"communist","n. 共产主义者 a. 共产党的；共产主义的","'kɒmjunist","",0
"minority","n. 少数；少数民族","mai'nɒriti","",0
"tibet","n. 西藏","ti'bet","",0
"rainfall","n. 一场雨； 降雨量","'reinfɒ:l","",0
"non-stop","a.& ad.不停的,不断地","","",0
"ambulance","n. 救护车","'æmbjulәns","",0
"handkerchief","n. 手帕","'hæŋkәtʃif","",0
"burglar","n. 入室窃贼","'bә:glә","",0
"beancurd","n. 豆腐","'bi:nkə:d","",0
"organise","vt. 组织","'ɒ:gәnaiz","",0
"stopwatch","n. 记秒表；跑表","'stɒpwɒtʃ","",0
"between","prep. 在（两者）之间；在…中间","bi'twi:n","",0
"scholarship","n. 奖学金","'skɒlәʃip","",0
"windbreaker","n.风衣,防风(皮)夹克","'wind.breikә","",0
"reception","n. 接待","ri'sepʃәn","",0
"greengrocer","n.（英）蔬菜水果商","'gri:ngrәusә","",0
"centigrade","adj. 摄氏的","'sentigreid","",0
"founding","n. 成立，建立","'faundiŋ","",0
"fried","adj. 油煎的","fraid","",0
"scottish","adj. 苏格兰（人）的 n. 苏格兰人","'skɒtiʃ","",0
"sausage","n. 香肠，腊肠","'sɒsidʒ","",0
"sympathy","n. 同情","'simpәθi","",0
"jeans","n. 牛仔裤","dʒi:nz","",0
"eastern","adj. 东方的；东部的","'i:stәn","",0
"brunch","n. 早午饭（晚早饭）","brʌntʃ","",0
"photographer","n. 摄影师","fә'tɔ^rәfә","",0
"pump","t. 用泵抽水","pʌmp","",0
"salty","adj. 盐的，咸的，含盐的","'sɒ:lti","",0
"virus","n.病毒","'vaiәrәs","",0
"catastrophe","n. 灾难，灾祸，不幸事件","kә'tæstrәfi","",0
"barbershop","n. 理发店","","",0
"belt","n. （皮）带","belt","",0
"broadcast（broadcast,","vt. 广播","","",0
"bachelor","n. 未婚男子，单身汉","'bætʃәlә","",0
"laughter","n. 笑； 笑声","'lɑ:ftә","",0
"heel","n. 脚后跟","hi:l","",0
"microscope","n. 显微镜","'maikrәuskәup","",0
"underwear","n. 内衣","'ʌndәwєә","",0
"skyscraper","n. 摩天楼","'skaiskreipә","",0
"bravery","n. 勇气","'breivәri","",0
"grocer","n. 零售商人；食品店","'grәusә","",0
"videophone","n. 可视电话","'vidiәu'fәun","",0
"honour","n. 荣誉，光荣 vt. 尊敬，给予荣誉","'ɒnә","",0
"coast","n. 海岸；海滨","kәust","",0
"brave","adj. 勇敢的","breiv","",0
"fragrant","adj. 香的，芳香的","'freigrәnt","",0
"cd-rom","信息储存光盘(compact disk read-only memory的缩写)","si:di:'rɔm","",0
"salary","n. 薪金，薪水","'sælәri","",0
"willingness","n. 意愿； 愿望","","",0
"bandage","n. 绷带","'bændidʒ","",0
"clumsy","adj. 笨拙的，不灵巧的","'klʌmzi","",0
"step-mother","n. 继母","'step'mʌðə","",0
"gymnastics","n. 体操","dʒim'næstiks","",0
"sniff","v. 抽鼻子（哭,患感冒时）","snif","",0
"italy","* n. 意大利","'itәli","",0
"butcher","n. vt. 肉店；屠夫 屠宰（动物）；残杀（人）","'butʃә","",0
"beehive","n. 蜂箱","'bi:haiv","",0
"millionaire","n. 百万富翁",".miljә'nєә","",0
"gruel","n. 粥","'gru:әl","",0
"coincidence","n. 巧合，巧事","kәu'insidәns","",0
"pub","n. 酒店，酒吧","pʌb","",0
"devote","vt. 把…奉献, 把…专用（于）","di'vәut","",0
"bunch","n. 串,束,扎,大量,大批","bʌntʃ","",0
"bacterium","(复bacteria) n. 细菌","bæk'tiәriәm","",0
"willing","adj. 乐意的； 愿意的","'wiliŋ","",0
"refreshments","n. 点心，便餐；(会议后的)简单茶点招待","ri'freʃmәnt","",0
"get-together","n. 聚会","\"'^ettә","",0
"spoken","adj. 口语的","'spәukәn","",0
"carrier","n. 搬运者；媒介;（自行车等的）置物架；（车的）货架","'kæriә","",0
"discount","n. 折扣","'diskaunt","",0
"illegal","adj. 非法的","i'li:gәl","",0
"rewind","v. 回转（磁带等）","ri:'waind","",0
"lecture","n. 讲课，演讲","'lektʃә","",0
"cigar","n. 雪茄烟","si'gɑ:","",0
"beast","n. 野兽；牲畜","bi:st","",0
"rainbow","n. 虹，彩虹","'reinbәu","",0
"cafeteria","n. 自助餐厅",".kæfi'tiәriә","",0
"trolley-bus","n. 无轨电车","","",0
"actress","n. 女演员","'æktris","",0
"federa","l a.中央的（政府）联邦的","","",0
"mexican","adj. 墨西哥的","'meksikәn","",0
"timetable","n. （火车、公共汽车等）时间表；（学校）课表","'taimteibl","",0
"walkman","n. 随身听","","",0
"victory","n. 胜利","'viktәri","",0
"eagle","n. 鹰","'i:gl","",0
"disturbing","adj. 令人不安的，引起恐慌的","dis'tә:biŋ","",0
"undivided","adj. 没分开的；专一的； 专心的",".ʌndi'vaidid","",0
"co-worker","n. 合作者；同事","'kәu'wә:kә","",0
"handtruck","n.手推运货车","'hændtrʌk","",0
"lemonade","n. 柠檬水",".lemә'neid","",0
"glasshouse","n. 温室，暖房","'glɑ:shaus","",0
"chorus","n. 合唱曲，歌咏队","'kɒ:rәs","",0
"nursing","n.(职业性的）保育,护理","'nә:siŋ","",0
"mailbox","n. 邮筒；邮箱","'meilbɒks","",0
"popcorn","n. 爆米花","'pɒpkɒ:n","",0
"overweight","adj. 太胖的,超重的","'әuvә'weit","",0
"mourn","vt. 哀痛； 哀悼","mɒ:n","",0
"phone-booth","n. 公用电话间","","",0
"liquid","n. & a. 液体；液体的","'likwid","",0
"dislike","vt. 不喜爱；厌恶","dis'laik","",0
"typist","n. 打字员","'taipist","",0
"labour","n. 劳动","'leibә","",0
"laundry","n. 洗衣店;要洗的衣服","'lɒ:ndri","",0
"athletic","adj. 健壮的,体育运动的","æθ'letik","",0
"abrupt","adj. 突然的，意外的，粗鲁","ә'brʌpt","",0
"compulsory","adj. 强制的,必须做的","kәm'pʌlsәri","",0
"unfit","adj. 不合宜的，不相宜的",".ʌn'fit","",0
"pollution","n. 污染","pә'lu:ʃәn","",0
"oral","adj. 口述的，口头上的","'ɒ:rәl","",0
"sightseeing","n. 游览，观光","'saitsi:iŋ","",0
"aboard","prep. 上（船，飞机，火车，汽车等）","ә'bɒ:d","",0
"cattle","n. 牛（总称），家畜","kætl","",0
"aggression","n. 侵略","ә'greʃәn","",0
"fibre","(美fiber) n. 纤维质","'faibә","",0
"cubic","a.立方体的，立方形的","'kju:bik","",0
"unhappy","adj. 不高兴的,伤心的",".ʌn'hæpi","",0
"scold","vt. 责骂","skәuld","",0
"admirable","a.值得赞赏的,可钦佩的","'ædmәrәbl","",0
"anybody","pron. 任何人，无论谁","'enibɒdi","",0
"outing","n. 郊游，远足","'autiŋ","",0
"athlete","n. 运动员","'æθli:t","",0
"sneeze","v. 打喷嚏","sni:z","",0
"punctual","adj. 准时的","'pәŋktʃuәl","",0
"bureaucratic","adj. 官僚的","bjuәrәu'krætik","",0
"offshore","adj. 近海的","ɒ:f'ʃɒ:","",0
"ash","n. 灰； 灰末","æʃ","",0
"more（much或many","a&ad.另外的；附加的；较多的再；另外；而且；更 n. 更多的量；另外的一些","","",0
"garment","n. （一件）衣服","'gɑ:mәnt","",0
"england*","n. 英格兰","","",0
"easter","n. 复活节","'i:stә","",0
"sorrow","n. 悲伤，悲痛","'sɒrәu","",0
"scotland","* n. 苏格兰","'skɒtlәnd","",0
"dignity","n. 庄重，庄严，尊严。尊贵，高尚","'digniti","",0
"hibernation","n. 冬眠",".haibә'neiʃәn","",0
"carpenter","n. 木工，木匠","'kɑ:pintә","",0
"interview","n.& vt.采访,会见,面试","'intәvju:","",0
"disagreement","n. 意见不一致；相违；争论",".disә'gri:mәnt","",0
"shuttle","v&n. 合拢 （往返与两个定点之间的）（火车汽车飞机）班车","'ʃʌtl","",0
"waiting-room","n.候诊室,候车室","","",0
"anywa","y ad. 不管怎样","","",0
"b","iochemistry n. 生物化学","bi:","",0
"clothing","n. (总称) 衣服","'klәuðiŋ","",0
"medal","n. 奖牌","'medl","",0
"egypt*","n. 埃及","","",0
"apartment","n. （美）楼中单元房，一套房间；房间","ә'pɑ:tmәnt","",0
"workday","n. 工作日","","",0
"typhoon","n. 台风","tai'fu:n","",0
"attractive","adj. 迷人的，有吸引力的","ә'træktiv","",0
"treasure","n. 金银财宝, 财富","'treʒә","",0
"skillfully","adv. 精湛地,巧妙地","","",0
"iceland","* n. 冰岛","'aislәnd","",0
"courage","n. 勇气； 胆略","'kʌridʒ","",0
"ring-road","n. 环形公路","","",0
"cottage","n. (郊外)小屋,村舍,别墅","'kɒtidʒ","",0
"cassettle","n. 磁带","","",0
"anniversary","n. 周年纪念日","æni'vә:sәri","",0
"altitude","n. 海拔高度","'æltitju:d","",0
"flaming","adj. 火红的；火焰般的","'fleimiŋ","",0
"wedding","n. 婚礼,结婚","'wediŋ","",0
"starvation","n. 饥饿； 饿死","stɑ:'veiʃәn","",0
"left-handed","adj. 惯用左手的","'left'hændid","",0
"oilfield","n.油田 OK/əʊˈkeɪ/ ad. （口语）好,对,不错","ˈɔɪlfi:ld","",0
"airmail","n. 航空邮件","'єәmeil","",0
"harbour","n. 港口","'hɑ:bә","",0
"radioactive","adj. 放射性的",".reidiәu'æktiv","",0
"spain*","n. 西班牙","","",0
"ballpoint","圆珠笔","","",0
"betray","v.出卖,泄露（机密）,辜负","bi'trei","",0
"passer-by","n. 过客，过路人","'pɑ:sə baɪ","",0
"mineral","n. 矿物质，矿物","'minәrәl","",0
