"pupil","n.（小）学生","'pju:pl","",0
"dining-room","食堂，饭厅","","",0
"teapot","n. 茶壶","'ti:pɒt","",0
"somewhere","adv. 在某处","'sʌmhwєә","",0
"picnic","n.& v. 野餐","'piknik","",0
"electricity","n. 电；电流",".ilek'trisiti","",0
"accident","n. 事故,意外","'æksidәnt","",0
"skateboard","n. 冰鞋，滑板","'skeitbɔ:d","",0
"hometown","n. 故乡","hәum'taun","",0
"hunger","n. 饥饿","'hʌŋgә","",0
"christmas","n. 圣诞节","'krismәs","",0
"grandparents","n. 祖父母,外祖父母","'grændperәnt","",0
"candy","n. 糖果","'kændi","",0
"more（much或many的比较级）","a./ ad. 另外的;较多的;而且;更 n. 更多的量","","",0
"p.e.(缩)","体育","","",0
"madam/","n. 夫人,女士","","",0
"motorbike","n. 摩托车","'mәjtәbaik","",0
"eleven","num. 十一","i'levn","",0
"meat","n.（猪、牛、羊等的）肉","mi:t","",0
"seagull","n. 海鸥","'si:^ʌl","",0
"purse","n. 钱包","pә:s","",0
"greece","n. 希腊","gri:s","",0
"television","n. 电视","'teli.viʒәn","",0
"pleasure","n. 高兴，愉快","'pleʒә","",0
"frighten","vt. 使惊恐，吓唬","'fraitn","",0
"tiger","n. 老虎","'taigә","",0
"horse","n. 马","hɒ:s","",0
"camel","n. 骆驼","'kæml","",0
"camera","n. 照相机；摄像机","'kæmәrә","",0
"be","v. 是 (am, is, are, was, were, being, been)；成为","bi:","",0
"grandson","n.（外）孙子","'grændsʌn","",0
"merry","adj. 高兴的，愉快的","'meri","",0
"century","n. 世纪，百年","'sentʃuri","",0
"advertisement","n. 广告",".ædvә'taizmәnt","",0
"hospital","n. 医院","'hɒspitәl","",0
"brown","n. 褐色，棕色 a. 褐色的，棕色的","braun","",0
"brotherhood","n. 兄弟般的关系","'brʌðәhud","",0
"tour","n. 参观, 观光, 旅行","tuә","",0
"fireplace","n. 壁炉","'faiәpleis","",0
"twenty-first","num. 第二十一","ˈtwenti: fə:st","",0
"hurry","vi. 赶快；急忙","'hʌri","",0
"geography","n. 地理学","dʒi'ɒgrәfi","",0
"twenty-one","num. 二十一","","",0
"mother","n. 母亲","'mʌðә","",0
"should","v. mod. 应当，应该，会 v. aux. 会,应该（shall的过去时态）","ʃud","",0
"hopeless","adj. 没有希望的","'hәuplis","",0
"there","int. 那!你瞧! n. 那里,那儿 ad. 在那里,往那里","ðєә","",0
"paint","n. 油漆 vt. 油漆,粉刷,绘画","peint","",0
"bell","n. 钟,铃;钟(铃)声;钟形物","bel","",0
"plenty","n. 充足，大量","'plenti","",0
"fisherman","n. 渔民；钓鱼健身者","'fiʃәmәn","",0
"ping-pong","n. 乒乓球","'piŋpɔŋ","",0
"bookstore","n. 书店","'bukstɒ:","",0
"neighbour","n. 邻居，邻人","'neibә","",0
"professor","n. 教授","prә'fesә","",0
"comfort","n. 安慰；慰问","'kʌmfәt","",0
"dictation","n. 听写","dik'teiʃәn","",0
"tongue","n. 舌，舌头","tʌŋ","",0
"curtain","n. 窗帘","'kә:tәn","",0
"homeland","n. 祖国","'hәumlænd","",0
"basket","n. 篮子","'bɑ:skit","",0
"enjoyable","adj. 愉快的；有趣的","in'dʒɒiәbl","",0
"cheque","(美check) n. 支票","tʃek","",0
"farthest","a./ad. (far的最高级形式之一)最远","'fɑ:ðist","",0
"westerner","n. 西方人","","",0
"forty","num. 四十","'fɒ:ti","",0
"or","conj. 或；就是；否则","ɒ:","",0
"laugh","n.& v. 笑，大笑；嘲笑","lɑ:f","",0
"kilogram","n. 千克","'kilәgræm","",0
"saturday","n. 星期六","'sætәdi","",0
"swimming","n. 游泳","'swimiŋ","",0
"egypt","n. 埃及","'i:dʒipt","",0
"flood","n. 洪水 vt. 淹没，使泛滥","flʌd","",0
"canoe","n. 独木舟 v. 乘独木舟","kә'nu:","",0
"physics","n. 物理（学）","'fiziks","",0
"classmate","n. 同班同学","'klɑ:smeit","",0
"college","n. 学院；专科学校","'kɒlidʒ","",0
"schoolmate","n. 同校同学","'sku:lmeit","",0
"harvest","n.& vt. 收割，收获（物）","'hɑ:vist","",0
"sheep","n.（绵）羊；羊皮；驯服者","ʃi:p","",0
"theatre","n. 剧场，戏院","","",0
"anyhow","adv. 不管怎样","'enihau","",0
"hardworking","adj. 努力工作的","'hɑ:d.wә:kiŋ","",0
"scissors","n. 剪刀，剪子","'sizәz","",0
"hobby","n. 业余爱好，嗜好","'hɒbi","",0
"potato","n. 土豆，马铃薯","pә'teitәu","",0
"blackboard","n. 黑板","'blækbɒ:d","",0
"knife","(复 knives) n. 小刀;匕首;刀片","naif","",0
"kitchen","n. 厨房","'kitʃin","",0
"fifteen","num. 十五","'fif'ti:n","",0
"breakfast","n. 早餐","'brekfәst","",0
"mid-autumn","n. 中秋","","",0
"lunch","n. 午餐，午饭","lʌntʃ","",0
"vegetable","n. 蔬菜","'vedʒәtәbl","",0
"celebration","n. 庆祝；庆祝会",".seli'breiʃәn","",0
"p.c.(缩)","个人电脑","","",0
"handbag","n. 女用皮包，手提包","'hændbæg","",0
"wounded","adj. 受伤的","wu:nd","",0
"t-shirt","n. T恤衫","\"'ti:","",0
"carrot","n. 胡萝卜","'kærәt","",0
"tuesday","n. 星期二","'tju:zdi","",0
"foreign","adj. 外国的","'fɒ:rin","",0
"foggy","adj. 多雾的","'fɒgi","",0
"northern","adj. 北方的，北部的","'nɒ:ðәn","",0
"church","n. 教堂；教会","tʃә:tʃ","",0
"finger","n. 手指","'fiŋgә","",0
"woolen","adj. 羊毛的，羊毛制的","'wulin","",0
"saleswoman","n. 女售货员","'seilzwumәn","",0
"smile","n.& v. 微笑","smail","",0
"v","CD = versatile compact disk n. 影碟光盘","vi:","",0
"recycle","vt. 回收；再循环",".ri:'saikl","",0
"night-club","n. 夜总会","","",0
"monkey","n. 猴子","'mʌŋki","",0
"at","prep. 在（几点钟）;在（某处）","æt","",0
"afternoon","n. 下午，午后","'ɑ:ftә'nu:n","",0
"colour","n. 颜色 vt. 给…着色，涂色","'kʌlә","",0
"happily","adv. 幸福地，快乐地","'hæpili","",0
"bicycle","n. 自行车","'baisikl","",0
"tourist","vn. 旅行者，观光者","'tuәrist","",0
"again","adv. 再一次；再，又","ә'gein","",0
"chocolate","n. 巧克力","'tʃɒkәlit","",0
"mouth","n. 嘴，口","mauθ","",0
"village","n. 村庄，乡村","'vilidʒ","",0
"best-seller","n. 畅销书","ˌbestˈselə(r)","",0
"sugar","n. 糖","'ʃugә","",0
"policeman","n. 警察,巡警 policewoman ( -women) n. 女警察","pә'li:smәn","",0
"those","a.& pron. 那些","ðәuz","",0
"pepper","n. 胡椒粉","'pepә","",0
"violin","n. 小提琴",".vaiә'lin","",0
"western","adj. 西方的，西部的","'westәn","",0
"we","pron. 我们","wi:","",0
"spaceship","n. 宇宙飞船","'speisʃip","",0
"airplane","n. （美）飞机","'єәplein","",0
"physicist","n. 物理学家","'fizisist","",0
"sixteen","num. 十六","'siks'ti:n","",0
"only","adj. 惟一的，仅有的 ad. 仅仅，只，才","'әunli","",0
"painting","n. 油画，水彩画","'peintiŋ","",0
"stupid","adj. 愚蠢的，笨的","'stju:pid","",0
"palace","n. 宫，宫殿","'pælis","",0
"washroom","n. 盥洗室","'wɒʃrum","",0
"southern","adj. 南部的，南方的","'sʌðәn","",0
"u.n./","n. 联合国","","",0
"me","pron. 我（宾格）","mi:","",0
"so","adv. 如此，这么；非常；同样 conj. 因此，所以","sәu","",0
"strange","adj. 奇怪,奇特的,陌生的","streindʒ","",0
"disturb","vt. 扰乱；打扰","dis'tә:b","",0
"equipment","n. 装备，设备","i'kwipmәnt","",0
"downtown","n. 城市的商业区，中心区，闹市区 a. 商业区的,闹市区的","'daun'taun","",0
"once","n.& ad. 一次,一度,从前 conj. 一旦","wʌns","",0
"death","n. 死","deθ","",0
"up","adv. 向上;在上方 prep. 向(高处);向(在)…上(面)游","ʌp","",0
"rabbit","n. 兔，家兔","'ræbit","",0
"careless","adj. 粗心的，漫不经心的","'kєәlis","",0
"down","prep. 沿着，沿…而下 ad. 向下","daun","",0
"english-speaking","a.说英语的","","",0
"headteacher","n. 中小学班主任","hed'ti:tʃər","",0
"further","a./ad. (far的比较级形式之一)较远,更远","'fә:ðә","",0
"bookshop","n.书店","'bukʃɒp","",0
"necktie","n. 领带，领花","'nektai","",0
"leather","n. 皮革","'leðә","",0
"best（good,","adj. & ad. 最好的,最好地,最 n. 最好的（人或物）","","",0
"lucky","adj. 运气好，侥幸","'lʌki","",0
"province","n. 省","'prɒvins","",0
"postcode","n. （英）邮政编码","'pәustkәud","",0
"butterfly","n. 蝴蝶","'bʌtәflai","",0
"peace","n. 和平","pi:s","",0
"thirty","num. 三十","'θә:ti","",0
"minibus","n. 小型公共汽车","'minibʌs","",0
"soup","n. 汤","su:p","",0
"singer","n. 歌唱家，歌手","'siŋә","",0
"tooth","n. 牙齿","tu:θ","",0
"guest","n. 客人，宾客","gest","",0
"among","prep. 在…中间；在（三个以上）之间","ә'mʌŋ","",0
"nobody","n. 渺小人物 pron. 没有人，谁也不","'nәubɒdi","",0
"businessman","n. 商人（男）；男企业家","'biznismæn","",0
"fridge","n. 冰箱","fridʒ","",0
"painful","adj. 使痛的，使痛苦的","'peinful","",0
"off","prep. 离开,脱离,（走）开","ɒf","",0
"telephone","v. 打电话 n. 电话","'telifәun","",0
"salad","n. 色拉","'sælәd","",0
"you","pron. 你；你们","ju:","",0
"league","n. 联盟，社团","li:g","",0
"drought","n. 干旱","draut","",0
"japan","n. 日本","dʒә'pæn","",0
"sixteenth","num. 第十六","'siks'ti:nθ","",0
"exhibition","n. 展览；展览会",".eksi'biʃәn","",0
"river","n. 江；河；水道；巨流","'rivә","",0
"september","n. 9月","sep'tembә","",0
"below","prep. 在…下面","bi'lәu","",0
"hers","pron. 她的","hә:z","",0
"delicious","adj. 美味的，可口的","di'liʃәs","",0
"check-out","n. 结账台,收银台","","",0
"while","conj. 在…的时候,和…同时 n. 一会儿，一段时间","hwail","",0
"festival","n. 节日","'festәvәl","",0
"pyramid","n.(古埃及)金字塔","'pirәmid","",0
"august","n. 8月","ɒ:'gʌst. 'ɒ:gәst","",0
"unfair","adj. 不公平的，不公正的",".ʌn'fєә","",0
"australia","n. 澳洲；澳大利亚","ɒ'streiljә","",0
"northeast","n. 东北（部）",".nɒ:θ'i:st","",0
"monument","n. 纪念碑，纪念物","'mɒnjumәnt","",0
"famous","adj. 著名的","'feimәs","",0
"loudspeaker","n. 扬声器，喇叭","'laud'spi:kә","",0
"worst","adj. (bad的最高级)最坏的","wә:st","",0
"kangaroo","n. 大袋鼠",".kæŋgә'ru:","",0
"by","prep. 在…旁；不迟于；被；用；乘（车）","bai","",0
"postbox","n. 邮箱","'pәustbɒks","",0
"sunlight","n. 日光，阳光","'sʌnlait","",0
"crowd","n. 人群 vt. 拥挤，群聚","kraud","",0
"neighbourhood","n. 四邻；邻近地区","'neibәhud","",0
"librarian","n. 图书管理员；（西方的）图书馆馆长","lai'brєәriәn","",0
"nineteen","num. 十九",".nain'ti:n","",0
"sunday","n. 星期日","'sʌndi","",0
"pleasant","adj. 令人愉快的，舒适的","'pleznt","",0
"northwest","n. 西北",".nɒ:θ'west","",0
"mutton","n. 羊肉","'mʌtn","",0
"kilometre","n. 千米（公里）","'kilәjmi:tә(r)","",0
"britain","n. 英国；不列颠","'britәn","",0
"melon","n.（甜）瓜；瓜状物","'melәn","",0
"wet","adj. 湿的,潮的,多雨的","wet","",0
"regret","n./ vt. 可惜,遗憾;痛惜;哀悼","ri'gret","",0
"litter","v. 乱丢杂物","'litә","",0
"wolf（复wolves）","n. 狼","","",0
"cough","n.& vi. 咳嗽","kɒf","",0
"nose","n. 鼻子","nәuz","",0
"frenchman","(复 Frenchmen) n. 法国人（男）","'frentʃmәn","",0
"postman","n. 邮递员","'pәustmәn","",0
"to","prep. 给；对，向，到","tu:","",0
"southeast","n. 东南","sauθ'i:st","",0
"oneself","pron. 自己；自身","wʌn'self","",0
"whose","pron. 谁的","hu:z","",0
"riddle","n. 谜(语)","'ridl","",0
"dumpling","n. 饺子","'dʌmpliŋ","",0
"weekday","n. 平日,工作日","'wi:kdei","",0
"above","prep. 在…上面 a. 上面的 ad. 在…之上","ә'bʌv","",0
"dustbin","n. 垃圾箱","'dʌstbin","",0
"seventeen","num. 十七","sevn'ti:n","",0
"chair","n. 椅子","tʃєә","",0
"ice-cream","n. 冰淇淋","'aiskri:m","",0
"knock","n.& v. 敲；打；击 ","nɒk","",0
"homework","n. 家庭作业","'hәumwә:k","",0
"man-made","adj. 人造的，人工的","","",0
"stomachache","n. 胃疼","'stʌmәkeik","",0
"countryside","n. 乡下，农村","'kʌntrisaid","",0
"its","pron. 它的","its","",0
"mathematics","n.（常作单数用）数学, (英美口语) 数学",".mæθә'mætiks","",0
"beach","n. 海滨，海滩","bi:tʃ","",0
"money","n. 钱；货币","'mʌni","",0
"satellite","n. 卫星","'sætlait","",0
"rubbish","n. 垃圾；废物","'rʌbiʃ","",0
"tv(缩)","n. 电视机","","",0
"drink","n. 饮料；喝酒 ","driŋk","",0
"holiday","n. 假日；假期","'hɒlәdi","",0
"west","adj. (在)西；向西,从西来的 ad. 在西方,向西方 n. 西部；西方","west","",0
"wheat","n. 小麦","hwi:t","",0
"pacific","adj. 太平洋的","pә'sifik","",0
"trouble","vt. 使苦恼,使忧虑,使麻烦 n. 问题,疾病,烦恼,麻烦","'trʌbl","",0
"skate","vi. 溜冰，滑冰","skeit","",0
"broom","n. 扫帚","bru:m","",0
"wednesday","n. 星期三","'wenzdi","",0
"hamburger","n. 汉堡包","'hæmbә:gә","",0
"tourism","n. 旅游业；观光","'tuәrizm","",0
"candle","n. 蜡烛","'kændl","",0
"smoking","n. 吸烟,抽烟;冒烟","'smәukiŋ","",0
"soil","n. 土壤，土地","sɒil","",0
"olympic","adj. & n. 奥林匹克","әu'limpik","",0
"onion","n. 洋葱；洋葱头","'ʌnjәn","",0
"tomato","n. 西红柿，番茄","tә'mɑ:tәu","",0
"southwest","n. 西南","sauθ'west","",0
"jungle","n. 丛林，密林","'dʒʌŋgl","",0
"comrade","n. 同志","'kɒmreid","",0
"granddaughter","n.（外）孙女","'^rændɔ:tә(r)","",0
"too","adv. 也,还,又,太,非常","tu:","",0
"africa","n. 非洲","'æfrikә","",0
"cinema","n. 电影院；电影","'sinәmә","",0
"fence","n. 栅栏；围栏；篱笆","fens","",0
"twentieth","vnum. 第二十","'twentiiθ","",0
"juice","n. 汁、液","dʒu:s","",0
"so-so","adj. 一般；不怎么样；凑合","'sәusәu","",0
"piano","n. 钢琴","pi'ɑ:nәu","",0
"forgetful","adj. 健忘的，不留心的","fә'getful","",0
"awful","adj.极坏的、极讨厌的、糟糕的、可怕的","'ɒ:ful","",0
"insect","n. 昆虫","'insekt","",0
"sunrise","n. 黎明，拂晓","'sʌnraiz","",0
"ninth","num. 第九","nainθ","",0
"p.m./pm,","n. 下午,午后","","",0
"niece","n. 侄女，甥女","ni:s","",0
"twelfth","num. 第十二","twelfθ","",0
"invention","n. 发明，创造","in'venʃәn","",0
"soon","adv. 不久,很快,一会儿","su:n","",0
"sister","n. 姐；妹","'sistә","",0
"realise","vt. 认识到,实现","\"'riәlaiz","",0
"volleyball","n. 排球","'vɒlibɒ:l","",0
"cotton","n. 棉花 a. 棉花的","'kɒtn","",0
"water","n. 水v. 浇水","'wɒ:tә","",0
"toothbrush","n. 牙刷","'tu:θbrʌʃ","",0
"less（little的比较级）","a.& ad. 少于,小于","","",0
"baseball","n. 棒球","'beisbɒ:l","",0
"of","prep. ….的","ɒv","",0
"bed","n. 床","bed","",0
"doctor","n. 医生，大夫；博士","'dɒktә","",0
"pound","n. 磅；英镑","paund","",0
"as","ad.& conj. 像…一样;当…时；如同；因为 prep. 作为，当做","æz","",0
"clothes","n. 衣服；各种衣物","klәuðz","",0
"egyptian","adj. 埃及的；埃及人的；埃及语的 n. 埃及人","i'dʒipʃәn","",0
"congratulate","vt. 祝贺","kәn'grætʃәleit","",0
"entrance","n. 入口;入场;进入的权利;入学许可","'entrәns","",0
"pianist","n. 钢琴家","'piәnist","",0
"mouse","n. 鼠，耗子；（计算机）鼠标","maus","",0
"housewife","n. 家庭主妇","'hauswaif","",0
"autumn","n. 秋天，秋季","'ɒ:tәm","",0
"herself","pron. 她自己","hә:'self","",0
"practice(s)e","n. 练习","","",0
"mooncake","n. 月饼","","",0
"about","adv. 大约;到处;四处 prep. 关于;在各处;四处","ә'baut","",0
"housework","n. 家务劳动","'hauswә:k","",0
"earthquake","n. 地震","'ә:θkweik","",0
"pencil-box","n. 铅笔盒","","",0
"nowhere","adv. 任何地方都不,无处","'nәuhwєә","",0
"cheese","n. 奶酪","tʃi:z","",0
"sorry","adj. 对不起,抱歉;难过的","'sɒri","",0
"my","pron. 我的","mai","",0
